Chr	Start	End	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr1	629840	630054	77.116904642061	0.0785643242672757	0.289219691614258	0.271642376176998	0.785897012697164	0.999771598929874
chr1	633917	634139	88.4312818200013	0.120769913081066	0.280048981272388	0.431245678996419	0.666289743279964	0.999771598929874
chr1	778562	778885	27.3504589625583	-0.0114976055744117	0.419548837823391	-0.0274046893659888	0.978136958081549	0.999771598929874
chr1	1019323	1019648	23.7297635781076	0.157288458580012	0.443245006343174	0.354856696249464	0.722696951277109	0.999771598929874
chr1	1033073	1033285	12.5813488801046	0.862961607863301	0.637155943425612	1.35439623025984	0.175609999656179	0.999771598929874
chr1	1115975	1116529	52.5321228145368	-0.0312854544623303	0.310387556524079	-0.100794808956535	0.919713347707939	0.999771598929874
chr1	1231901	1232389	45.8618127351225	-0.0590356443547328	0.331404503394011	-0.178137725197248	0.858614815399537	0.999771598929874
chr1	1273751	1274245	25.7897831943267	-0.584269947602214	0.436864707708457	-1.33741622358776	0.181086811676146	0.999771598929874
chr1	1307986	1308648	53.6767239701071	-0.239975236740111	0.311090009866034	-0.771401295861134	0.440469107240493	0.999771598929874
chr1	1324692	1325081	21.8122499884757	-0.614504847091477	0.4637812526417	-1.32498854490399	0.185174950695634	0.999771598929874
chr1	1349128	1349807	35.0181711353361	-0.399155739161572	0.374069271703202	-1.06706369476473	0.285943074589331	0.999771598929874
chr1	1375149	1375650	47.5338941435407	0.248557223203188	0.331307259885506	0.750231743454957	0.45311514362584	0.999771598929874
chr1	1399266	1399657	37.2422459016663	0.100523098712346	0.362024315245176	0.277669467157938	0.781266100904126	0.999771598929874
chr1	1511878	1512168	22.0394444417442	-0.151371222635548	0.461091050682707	-0.328289222728184	0.74269299206931	0.999771598929874
chr1	1574577	1574965	27.9829938116047	-0.537436139116912	0.419260114675802	-1.28186803443607	0.199888942999014	0.999771598929874
chr1	1615198	1615595	28.93832643403	-0.228207141852748	0.40980498070502	-0.556867662906744	0.577617849906688	0.999771598929874
chr1	1659098	1659270	10.3958485775633	-0.489766427268067	0.659513571873315	-0.742617662706941	0.457713191885278	0.999771598929874
chr1	1724323	1724557	21.4650941961827	-0.0857220840661343	0.464734896527354	-0.184453727720205	0.853657524184978	0.999771598929874
chr1	1764256	1764557	20.6003841570162	-0.0252980091568457	0.475524258588296	-0.0532002494088287	0.957572356898951	0.999771598929874
chr1	1891098	1891293	15.0708448539911	0.433306583798053	0.552861710357527	0.783752203634866	0.43318552434016	0.999771598929874
chr1	1909025	1909280	17.8429642355647	-0.225942665438264	0.515187395409933	-0.438564039903348	0.660977458069082	0.999771598929874
chr1	1919194	1919743	55.0544534989616	-0.119073450070261	0.320455945810804	-0.37157509987523	0.710209231174756	0.999771598929874
chr1	2133129	2133709	45.8316407055585	-0.182325862105278	0.337005959009568	-0.54101673050862	0.5884960510373	0.999771598929874
chr1	2194793	2195155	26.0581819005686	-0.147980004552351	0.440932451512318	-0.335606971192088	0.737167266374749	0.999771598929874
chr1	2227573	2228168	60.9832456717179	-0.104503868407232	0.296748691921206	-0.352162861209783	0.724716127554093	0.999771598929874
chr1	2255865	2256208	14.0988471695812	-1.53730277049409	0.598152411175482	-2.57008538588518	0.010167345142408	0.999771598929874
chr1	2391470	2391918	46.436774556641	-0.362083520238542	0.34453303550191	-1.05093991846403	0.293286185051134	0.999771598929874
chr1	2412437	2412642	15.2396085733762	0.0431558958198494	0.570442683106514	0.0756533427422213	0.939694896654197	0.999771598929874
chr1	3624711	3625100	36.3912156234874	-0.0954839100611179	0.365650542156241	-0.261134331971859	0.79398891684621	0.999771598929874
chr1	3857114	3857536	28.1956534006176	-0.0617540985241047	0.413947782177601	-0.149183305679869	0.881408992714458	0.999771598929874
chr1	3900380	3900884	42.9467449839987	0.0856375176674076	0.349648635998189	0.244924500914831	0.806514890375346	0.999771598929874
chr1	3901256	3901553	19.6058116503574	0.507655128264253	0.494756353134342	1.02607096411839	0.304858135509626	0.999771598929874
chr1	5992118	5992794	59.3255534652157	0.0823540141100177	0.295980304603403	0.278241534416851	0.780826953304434	0.999771598929874
chr1	6199355	6199835	38.2171732155457	0.523748354719316	0.358154953062908	1.46235128186911	0.143644972400908	0.999771598929874
chr1	6235705	6236222	32.482510277132	-0.201358647768057	0.402944965829579	-0.499717492073642	0.617274013990098	0.999771598929874
chr1	6393203	6393849	42.3226273458424	-0.405287520187264	0.359942811180503	-1.12597753753727	0.260175027280165	0.999771598929874
chr1	6579747	6580073	25.8216213197614	0.348633759556642	0.428231044607553	0.814125374483634	0.415573130838648	0.999771598929874
chr1	6602565	6603213	45.3662907901975	-0.327357002506579	0.339308229188769	-0.964777669227876	0.334656183081564	0.999771598929874
chr1	6613198	6613858	59.4685858234291	-0.219794835417219	0.302723553266338	-0.72605792659893	0.467803260128724	0.999771598929874
chr1	6701705	6702063	26.1561222608652	0.209638495356467	0.42767613798498	0.490180481764053	0.624006191120999	0.999771598929874
chr1	6743871	6744163	16.7224710243911	0.743466628098452	0.528557218053129	1.40659630160177	0.159547130388204	0.999771598929874
chr1	6784470	6785530	119.891631849944	-0.142892304873363	0.224956319963275	-0.635200224188815	0.525297837063015	0.999771598929874
chr1	7783923	7784272	25.4103969903769	0.381437926773797	0.450383759459347	0.846917586974463	0.397041058984145	0.999771598929874
chr1	7961323	7961893	46.7204716615297	0.131719152148172	0.326246785304426	0.403740843071488	0.686403301980159	0.999771598929874
chr1	8525900	8526241	18.1922366401741	1.25096502106356	0.519295294135105	2.40896660376455	0.0159977618014104	0.999771598929874
chr1	8703098	8703571	25.1098073603433	-0.234063886701015	0.435243290638993	-0.537777127724081	0.59073092434004	0.999771598929874
chr1	8817659	8818139	29.0161920500985	-0.550365689028727	0.407981122947072	-1.348997926799	0.177337632003653	0.999771598929874
chr1	8878641	8879333	49.2005754489956	-0.351929255058638	0.320981240887412	-1.09641689366539	0.272896374240333	0.999771598929874
chr1	9069562	9069826	17.3598506425553	0.764184127041863	0.525367447454456	1.45457075946471	0.145788130951158	0.999771598929874
chr1	9129111	9129295	13.0616513089584	-0.399614897900631	0.599464876827616	-0.66661936895353	0.505015293890513	0.999771598929874
chr1	9234481	9234986	29.1959474625199	-0.718238093414585	0.409026813108327	-1.75596824070398	0.0790938315879246	0.999771598929874
chr1	9428837	9429146	19.3212999433975	-0.596025576438344	0.502047487743703	-1.18718964040035	0.235152826240129	0.999771598929874
chr1	9539158	9539560	34.9983574788428	-0.0455277052431052	0.370746499480575	-0.12280009469244	0.902265399274728	0.999771598929874
chr1	9588480	9588912	36.8538196773103	-0.17416401102094	0.364689923855326	-0.477567378829011	0.632958153509229	0.999771598929874
chr1	9910088	9910782	73.0504562923915	-0.092827638122191	0.270710244456595	-0.342904046016163	0.731670647831587	0.999771598929874
chr1	10032631	10033061	48.0692752043558	-0.234306578133159	0.331425549087029	-0.706965949905184	0.479587638133558	0.999771598929874
chr1	10210246	10210706	32.6985301412701	-0.0687860991561548	0.38314401553754	-0.179530663057989	0.857521042800801	0.999771598929874
chr1	10398436	10399273	113.709567684738	-0.121853796931834	0.229948146391002	-0.529918587491609	0.59616837818504	0.999771598929874
chr1	10415168	10415705	47.8253381104949	0.157242860272383	0.327447930803258	0.480207219165052	0.63108005405376	0.999771598929874
chr1	10430244	10431021	60.8510859690897	-0.397401513431459	0.301000957502013	-1.32026660888214	0.186746019853021	0.999771598929874
chr1	10472239	10472833	47.9691430364402	0.142649578474997	0.325920581217324	0.437682020393423	0.6616168047873	0.999771598929874
chr1	10474845	10475002	19.4584162995487	0.151761624126228	0.488871472550403	0.310432562846222	0.756232034831553	0.999771598929874
chr1	10635574	10635852	22.4556209409325	-0.108667297897733	0.454567239512153	-0.239056598126949	0.811061695779192	0.999771598929874
chr1	10694586	10694950	40.3367962896298	0.0228105011594406	0.34960029356757	0.065247374155971	0.94797704233869	0.999771598929874
chr1	11012290	11013216	84.0057977021581	-0.00640768093195555	0.261383621100116	-0.0245144699770658	0.980442241811228	0.999771598929874
chr1	11059771	11060485	92.771319424877	-0.299444229312377	0.248165199348596	-1.20663263865515	0.227573651340825	0.999771598929874
chr1	11099332	11100013	52.8221925359037	-0.119632549025174	0.311762984515754	-0.383729162751611	0.701179195564065	0.999771598929874
chr1	11262416	11262944	87.1822127229113	0.280922922053072	0.252718516975874	1.1116040305028	0.266308438823724	0.999771598929874
chr1	11273089	11273492	38.4593507542497	-0.26833798224285	0.367959507791216	-0.729259542316564	0.465842915235633	0.999771598929874
chr1	11680946	11681774	74.28732891326	-0.653280208604143	0.27271807733128	-2.39544153067118	0.0166003616200753	0.999771598929874
chr1	11719574	11719927	23.1134216916839	0.156009341509608	0.457862784748734	0.340733832725066	0.733303966330217	0.999771598929874
chr1	11805759	11806474	92.6819441454159	-0.239411479470526	0.248827114734524	-0.962159930705129	0.335969273357462	0.999771598929874
chr1	11851208	11851649	49.6507818226364	0.323604199034335	0.319275404803635	1.01355818257708	0.310793620083835	0.999771598929874
chr1	11908190	11909153	144.528218845994	-0.489440617582583	0.21323831959592	-2.29527515743914	0.0217173603756638	0.999771598929874
chr1	11909223	11909881	77.3544347304095	-0.364903926314014	0.276765759655565	-1.31845762556805	0.187350501199427	0.999771598929874
chr1	11926220	11926693	47.9014336220403	-0.0424425353334846	0.324521570135854	-0.130784943865879	0.895945433740052	0.999771598929874
chr1	11934493	11934999	34.6402371808184	-0.0267359873896809	0.381893784136659	-0.070008961916263	0.944186526564039	0.999771598929874
chr1	11980067	11980690	85.7148437477545	-0.298430228501665	0.255662403739053	-1.16728241672274	0.243096337091164	0.999771598929874
chr1	11985883	11986175	21.1523167276672	0.547619365425542	0.470044444173495	1.16503741766048	0.244003847130933	0.999771598929874
chr1	12019180	12019810	78.573090685896	-0.233972741933805	0.265719237105502	-0.880526169209602	0.378574334983497	0.999771598929874
chr1	12020253	12020454	19.6027989377847	0.905473193997164	0.493191189214859	1.8359476280155	0.0663654026830844	0.999771598929874
chr1	12143722	12144079	28.8904652359936	0.300164929700917	0.418093994062461	0.717936478312755	0.472796454453345	0.999771598929874
chr1	12196568	12197069	46.545909262281	0.0969951675843847	0.330006127349683	0.293919292842723	0.768819575356389	0.999771598929874
chr1	12229832	12230213	32.9795395122298	-0.120907332848251	0.384272506334792	-0.314639561392176	0.753035337970212	0.999771598929874
chr1	12510521	12510840	22.9007899518404	-0.0701286617138532	0.462449375124235	-0.151646137904313	0.879466041416842	0.999771598929874
chr1	13700198	13700548	25.0084213291532	0.200735857188947	0.435487837321499	0.460944807146827	0.644838203725333	0.999771598929874
chr1	13723812	13724091	22.6826601272145	0.393530933398857	0.456026730360694	0.862955847100441	0.388161743278193	0.999771598929874
chr1	13749065	13749706	69.5085367806363	-0.226341105069758	0.277580202773138	-0.815407953479818	0.414838833208889	0.999771598929874
chr1	14742297	14742544	23.5107911413711	0.312246895202032	0.446691597475869	0.699021197099864	0.484538783916977	0.999771598929874
chr1	15083642	15083886	16.8843995251394	1.07972394855599	0.574630784685144	1.8789873033823	0.0602462268836926	0.999771598929874
chr1	15409695	15410005	26.3570600517757	-0.0826957978104909	0.428420560506279	-0.193024811210663	0.846939536940964	0.999771598929874
chr1	15524221	15525191	138.560667640485	-0.305173783169139	0.21759313908306	-1.40249726831988	0.160766805661392	0.999771598929874
chr1	15526519	15526993	79.4580850743719	0.106785208432187	0.264045245117607	0.404420115138315	0.685903810845601	0.999771598929874
chr1	15603606	15603832	20.6992340657821	-0.00637842990607698	0.477837873627143	-0.0133485231249252	0.989349735772837	0.999771598929874
chr1	15617170	15617610	60.698247594263	0.0237387260110307	0.293030563826157	0.0810110921573146	0.935433131234725	0.999771598929874
chr1	15835803	15836194	55.3237677925083	0.115401588476463	0.310438424960405	0.371737449998922	0.710088338917443	0.999771598929874
chr1	15847413	15847938	81.5293779085271	-0.153483769181121	0.263122530675512	-0.583316710990443	0.559680114982131	0.999771598929874
chr1	15886309	15886580	29.9276101166279	0.165533242467809	0.401375531114376	0.412414882412547	0.680035356771444	0.999771598929874
chr1	15975762	15976236	35.9792586860455	-0.132643782638682	0.394453123899921	-0.336272612895659	0.736665300367785	0.999771598929874
chr1	16206330	16207207	99.9469397556956	-0.121330550544419	0.239952719022734	-0.505643574444863	0.613106886098062	0.999771598929874
chr1	16217366	16217903	48.094901423529	0.178637322028079	0.324173271300066	0.551055061731866	0.581595929757431	0.999771598929874
chr1	16236981	16237427	33.5672077876226	-0.116266270064673	0.38351508331022	-0.30315957604887	0.761768253863509	0.999771598929874
chr1	16352108	16352690	49.8399801007731	-0.331035002071211	0.329173137319217	-1.00565618679324	0.314580985825006	0.999771598929874
chr1	16365044	16365263	21.2352969724114	0.807410013148753	0.698604730994351	1.15574655785616	0.247784838382556	0.999771598929874
chr1	16366922	16367596	82.2924085991144	-0.0334824146387384	0.268726967468654	-0.124596407104709	0.900843072947126	0.999771598929874
chr1	16440418	16440888	45.7580191180843	-0.118280738680573	0.332134040057706	-0.356123505618462	0.721748074738881	0.999771598929874
chr1	16498973	16499369	28.1728036197424	-0.263907393055774	0.431384001907841	-0.611769077871723	0.540690551141109	0.999771598929874
chr1	16513949	16514080	15.3531171138989	0.25271357619584	0.542985511579825	0.465414952713132	0.641634328240426	0.999771598929874
chr1	16613265	16613952	130.509905475323	-0.269890757902744	0.218969286499707	-1.23255074817584	0.217743421918018	0.999771598929874
chr1	16644385	16645043	94.1552762493541	-0.143530566735041	0.247001118220918	-0.581092781153595	0.561177923655666	0.999771598929874
chr1	16727286	16727500	14.6674374173608	-1.07245192366419	0.57037480460449	-1.88025823547351	0.0600728922923715	0.999771598929874
chr1	16896148	16896313	13.4498520087411	0.452092617818685	0.585032912442964	0.772764417527981	0.43966181531942	0.999771598929874
chr1	16904778	16905264	38.498063268721	0.0621572020381917	0.358099238434579	0.173575353887683	0.862199202717903	0.999771598929874
chr1	16905311	16905718	38.118655787378	-0.354573142412452	0.376598781917517	-0.941514310288212	0.346441359308082	0.999771598929874
chr1	16913850	16914361	59.7526289939715	-0.108775152849444	0.302073409886506	-0.360095093740003	0.718776021665562	0.999771598929874
chr1	16951580	16952004	36.8171913963311	-0.140385592850389	0.363214412617433	-0.386508871822372	0.699119833379247	0.999771598929874
chr1	17011661	17012182	39.5945015615743	-0.37612362434021	0.35379412479479	-1.06311438766365	0.287730080507441	0.999771598929874
chr1	17053919	17054377	68.4692445031255	-0.0853743844379127	0.284180968836454	-0.300422596162819	0.763854830009437	0.999771598929874
chr1	17067089	17067373	19.7929650094923	0.058221924265205	0.485371265440075	0.119953380866946	0.904520077894304	0.999771598929874
chr1	17635730	17636138	37.2455918518549	0.427710313888231	0.368667642597591	1.16015148732509	0.245987134551553	0.999771598929874
chr1	18902517	18903058	50.2032207469024	-0.0572775335421672	0.316481233642498	-0.180982401019293	0.856381389850591	0.999771598929874
chr1	18956579	18957003	58.8807643202927	0.18841424774416	0.295893234071868	0.636764298903831	0.524278383989672	0.999771598929874
chr1	19209992	19210569	65.0495021672874	-0.161203387002313	0.29365026860036	-0.548963867019991	0.583030246861026	0.999771598929874
chr1	19251491	19251832	33.6730656721323	0.0832745134893496	0.380627115898255	0.218782398865166	0.826819558406419	0.999771598929874
chr1	19312018	19312313	32.649578737894	-0.0679188386690022	0.386493034883254	-0.175731080611888	0.860505216466403	0.999771598929874
chr1	19338277	19338619	34.424828257987	0.23100758673489	0.385429803467698	0.599350607183262	0.548939107122323	0.999771598929874
chr1	19485433	19486034	74.5554931793433	-0.00350179514874537	0.27041825437852	-0.0129495516373081	0.98966804144263	0.999771598929874
chr1	19596719	19597149	31.4225342553752	-0.285219766271777	0.401775627279579	-0.709898129468427	0.477767310476546	0.999771598929874
chr1	19715590	19715986	25.4915337230994	0.295706011021683	0.43202209224845	0.684469651731668	0.493678646759916	0.999771598929874
chr1	19882142	19882661	50.6167544653539	0.384458170968358	0.316147835757203	1.21607086142958	0.223957929381045	0.999771598929874
chr1	19955713	19955998	17.6662035549697	0.681092849608792	0.516270717783396	1.31925523983436	0.187083796346573	0.999771598929874
chr1	20171453	20171778	23.1095203493371	0.32931038429445	0.463263359721871	0.710849190603283	0.47717769440108	0.999771598929874
chr1	20633336	20633764	26.4409260278016	-0.317307977476894	0.431896975014595	-0.734684417426568	0.462531712570194	0.999771598929874
chr1	20661209	20661755	68.4825936641464	0.0675110098549945	0.292581774954907	0.230742362081163	0.817514961235085	0.999771598929874
chr1	20696901	20697285	25.496026204181	-0.133788279831698	0.449649358381437	-0.297539132076791	0.766054936870376	0.999771598929874
chr1	20786506	20787501	128.000864661491	-0.192668612969565	0.220991939232077	-0.871835477977466	0.383298136955873	0.999771598929874
chr1	21176585	21177422	106.38001406311	-0.0823542000635662	0.245897692400863	-0.334912455905898	0.737691125741405	0.999771598929874
chr1	21334150	21334600	34.7301535983637	0.391162419816205	0.399367238025024	0.979455454960718	0.327354988144848	0.999771598929874
chr1	21768173	21768647	36.6780461018295	0.417158989633026	0.367959106785627	1.1337101920841	0.256916132970762	0.999771598929874
chr1	21782847	21783825	79.8615437912818	-0.154899045235345	0.283452894831911	-0.546471911416538	0.584741590487214	0.999771598929874
chr1	21815698	21816231	44.111182729479	-0.192646083646542	0.336810897068926	-0.571971053558633	0.567341585291577	0.999771598929874
chr1	21937392	21937684	26.6262058816084	-0.19674557259197	0.426178956344071	-0.461650134675184	0.644332235826183	0.999771598929874
chr1	22019048	22019485	42.6465534058714	0.28111928579242	0.341637407213439	0.822858621031481	0.41058839601071	0.999771598929874
chr1	22025174	22025555	26.615223107073	-0.568493123945285	0.430541896393614	-1.32041301603213	0.186697160223814	0.999771598929874
chr1	22025632	22026107	33.2368147264855	-0.267010391562366	0.381179413234748	-0.700484817100886	0.483624583734943	0.999771598929874
chr1	22052487	22052897	41.6847679237936	0.0654015260824692	0.343133953878185	0.190600566756175	0.848838546125532	0.999771598929874
chr1	22451677	22452121	39.6776992037194	-0.152077598715642	0.355028225149023	-0.428353544712699	0.668393741073305	0.999771598929874
chr1	22452247	22452405	11.548843105113	-0.949039268952712	0.635068419621512	-1.49438901326304	0.135073971518851	0.999771598929874
chr1	22710515	22710899	35.3518085459136	-0.0797460495087318	0.375331334780036	-0.212468403565258	0.831741625348202	0.999771598929874
chr1	22746139	22746528	27.4716550679304	0.268154505229557	0.413760367579412	0.648091325900349	0.516925883924556	0.999771598929874
chr1	23019230	23019738	45.8925365987576	0.183975618310055	0.328756847573597	0.559609996469713	0.575745484865977	0.999771598929874
chr1	23169683	23170105	29.6668202832568	0.694288955760645	0.414260755871347	1.67597086115554	0.0937439003171002	0.999771598929874
chr1	23344012	23344829	95.4941771911612	-0.11479812962891	0.243986400609806	-0.470510361815206	0.63799043297831	0.999771598929874
chr1	23368077	23368596	66.0009865763399	0.0874651141470349	0.283562976614634	0.308450402063247	0.757739634915347	0.999771598929874
chr1	23368837	23369106	30.9233658361091	-0.379805481480337	0.394738740970454	-0.962169257941586	0.335964588820552	0.999771598929874
chr1	23539794	23540112	30.0086645575581	-0.0260999728000306	0.404914790965664	-0.0644579387623405	0.948605597434336	0.999771598929874
chr1	23554728	23555204	35.4998113724793	-0.457880882898177	0.371391395080185	-1.23287962231682	0.217620679203454	0.999771598929874
chr1	23559474	23559758	26.2048426623696	0.103649422944031	0.423476263620591	0.244758518595259	0.806643414449965	0.999771598929874
chr1	23691589	23692072	39.983982640146	0.0592713513175975	0.353555389201203	0.167643750110869	0.866863550633621	0.999771598929874
chr1	23743136	23743503	27.3960535657341	-0.21825107803372	0.419026990311057	-0.520852076549307	0.602469822120016	0.999771598929874
chr1	23778070	23778682	43.8220590210277	-0.194503316448144	0.342378456319227	-0.568094495603406	0.569970805168857	0.999771598929874
chr1	23800704	23801052	41.1034425382732	0.408612224967854	0.347777758967901	1.17492339412529	0.240025365254219	0.999771598929874
chr1	23810849	23811177	21.6479166466925	0.388207834595395	0.462414617507144	0.839523276076793	0.401175733239144	0.999771598929874
chr1	23868104	23868556	38.8930311008215	-0.032598987630386	0.353677953310869	-0.0921713873460829	0.926561870841556	0.999771598929874
chr1	23908866	23909141	25.5364843028526	-0.095803737420732	0.435655245791666	-0.219907227896772	0.825943407052219	0.999771598929874
chr1	23958928	23959886	111.761639918448	0.170665135736496	0.23715267790297	0.719642456689118	0.471745164209589	0.999771598929874
chr1	23980083	23980716	73.7806947759536	0.00973080911522212	0.270389325807419	0.0359881407528371	0.971291815138144	0.999771598929874
chr1	24190137	24190648	53.5188536273003	0.697723403075945	0.334102849042636	2.08834915677988	0.0367663502524892	0.999771598929874
